sku,nom,effets,icone1,icone4,utilisation,precaution,composition,codebarre,nomchinois,couleur,titre composition,brand,lot,form,id
CHLEJWCP,HUANG LIAN <BR/>E JIAO WAN,Détoxifiant,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Ce produit ne peut être utilisé à des fins d'automédication. Son utilisation requiert l'avis d'un professionnel.

Consultez votre médecin ou votre pharmacien en cas de traitement contre le diabète ou de traitement cardiaque. Déconseillé aux personnes présentant de troubles hépatiques.","Extrait : Coptis (Huang Lian, C. teeta) 2916 mg, Scutellaire (Huang qin, S. baicalensis) 1500 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 1584 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746172695/3665346305430_Huang_lian_e_jiao_wan_100cp_b476a41ade.png,黄连阿胶丸,#778A76,COMPOSITION POUR 6 GRAMMES,long,105425A,Poudre,
CSGW,SHU GAN WAN,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant, de traitement contre le diabète ou l'hypertension.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Pivoine blanche (Bai shao yao, P. lactiflora) 720 mg, Racine de Buplèvre (Chai hu, B. chinense) 350 mg,  Peau de Mandarine (Chen pi, C. reticulata) 350 mg, Poria (Fu ling, P. cocos) 350 mg, Écorce de Magnolia (Hou po, M. officinalis) 350 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 350 mg, Cardamome (Bai dou kou, E. cardamomum) 350 mg, Cardamome officinale (Sha ren, A. villosum) 180 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746173575/3665346313459_Shu_gan_wan_79d2aa2c23.png,疏肝丸,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),long,113425A,Gélule,
CSGWCP,SHU GAN WAN,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant, de traitement contre le diabète ou l'hypertension.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Pivoine blanche (Bai shao yao, P. lactiflora) 1440 mg, Racine de Buplèvre (Chai hu, B. chinense) 700 mg, Peau de Mandarine (Chen pi, C. reticulata) 700 mg, Poria (Fu ling, P. cocos) 700 mg, Écorce de Magnolia (Hou po, M. officinalis) 700 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 700 mg, Cardamome (Bai dou kou, E. cardamomum) 700 mg, Cardamome officinale (Sha ren, A. villosum) 360 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746173594/3665346313435_Shu_gan_wan_100cp_f64c3d60b0.png,疏肝丸,#85839D,COMPOSITION POUR 6 GRAMMES,long,113425A,Poudre,
CXSLJZW,XIANG SHA <BR/>LIU JUN ZI WAN,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d'usage concomitant d'anticoagulants ou traitement contre le diabète. Consultez l'avis de votre médecin ou pharmacien.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 810 mg, Gingembre (Sheng jiang, Z. officinale) 810 mg, Racine de Ginseng (Ren shen, P. ginseng) 410 mg, Peau de Mandarine (Chen pi, C. reticulata) 330 mg, Cardamome officinale (Sha ren, A. villosum) 330 mg, Réglisse (Gan cao, G. uralensis) 300 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746173915/3665346316559_Xiang_sha_liu_jun_zi_wan_b620ebabdd.png,香砂六君子丸,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),long,116525A,Gélule,
CXSLJZWCP,XIANG SHA <BR/>LIU JUN ZI WAN,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d'usage concomitant d'anticoagulants ou traitement contre le diabète. Consultez l'avis de votre médecin ou pharmacien.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 1620 mg, Gingembre (Sheng jiang, Z. officinale) 1620 mg, Racine de Ginseng (Ren shen, P. ginseng) 820 mg, Peau de Mandarine (Chen pi, C. reticulata) 660 mg, Cardamome officinale (Sha ren, A. villosum) 660 mg, Réglisse (Gan cao, G. uralensis) 600 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746173930/3665346316535_Xiang_sha_liu_jun_zi_wan_100cp_34b9c382d3.png,香砂六君子丸,#85839D,COMPOSITION POUR 6 GRAMMES,long,116525A,Poudre,
CLJZW,LIU JUN ZI TANG,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d'usage concomitant d'anticoagulants ou traitement contre le diabète. Consultez l'avis de votre médecin ou pharmacien.

Ce produit ne peut être utilisé à des fins d'automédication. Son utilisation requiert l'avis d'un professionnel.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Ginseng (Ren shen, P. ginseng) 740 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 740 mg, Poria (Fu ling, P. cocos) 740 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 510 mg, Peau de Mandarine (Chen pi, C. reticulata) 270 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746174211/3665346308752_Liu_jun_zi_wan_770c536d52.png,六君子汤,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),long,108725A,Gélule,
CLJZWCP,LIU JUN ZI TANG,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d'usage concomitant d'anticoagulants ou traitement contre le diabète. Consultez l'avis de votre médecin ou pharmacien.

Ce produit ne peut être utilisé à des fins d'automédication. Son utilisation requiert l'avis d'un professionnel.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Ginseng (Ren shen, P. ginseng) 1480 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 1480 mg, Poria (Fu ling, P. cocos) 1480 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 1020 mg, Peau de Mandarine (Chen pi, C. reticulata) 540 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746174222/3665346308738_Liu_jun_zi_wan_100cp_9753d631c7.png,六君子汤,#85839D,COMPOSITION POUR 6 GRAMMES,long,108725A,Poudre,
CSQDBT,SHI QUAN <BR/>DA BU TANG,Tonifiant,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant ou de traitement contre le diabète. Déconseillé chez les femmes ayant des antécédents personnels ou familiaux de cancer du sein.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé en cas d'allergie connue, en particulier avec le baume du Pérou.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Rehmannia préparée (Shu di huang, R. glutinosa) 420 mg, Astragale Racines (Huang qi, A. membranaceus) 420 mg, Poria (Fu ling, P. cocos) 360 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 360 mg, Angélique chinoise (Dang gui, A. sinensis) 360 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 360 mg, Racine de Ginseng (Ren shen, P. ginseng) 240 mg, Livêche striée (Chuan xiong, L. striatum) 240 mg, Écorce de cannelle (Rou gui, C. verum) 120 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 120 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746174916/3665346313152_Shi_quan_da_bu_wan_d15cd3404a.png,十全大补汤,#DB9331,COMPOSITION POUR 6 GÉLULES (3 g),court,113125A,Gélule,
CSQDBTCP,SHI QUAN <BR/>DA BU TANG,Tonifiant,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant ou de traitement contre le diabète. Déconseillé chez les femmes ayant des antécédents personnels ou familiaux de cancer du sein.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé en cas d'allergie connue, en particulier avec le baume du Pérou.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Rehmannia préparée (Shu di huang, R. glutinosa) 840 mg, Astragale Racines (Huang qi, A. membranaceus) 840 mg, Poria (Fu ling, P. cocos) 720 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 720 mg, Angélique chinoise (Dang gui, A. sinensis) 720 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 720 mg, Racine de Ginseng (Ren shen, P. ginseng) 480 mg, Livêche striée (Chuan xiong, L. striatum) 480 mg, Écorce de cannelle (Rou gui, C. verum) 240 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 240 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746174902/3665346313138_Shi_quan_da_bu_wan_100cp_c50302c27d.png,十全大补汤,#DB9331,COMPOSITION POUR 6 GRAMMES,court,113125A,Poudre,
CDZXYS,DAN ZHI <BR/>XIAO YAO SAN,Calme et détente,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement antidiabétique, consultez votre médecin ou pharmacien.

Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d’anticoagulants. Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé en cas de reflux gastro-oesophagien, d’ulcère gastro-duodénal, de gastrite ou de troubles biliaires (calculs biliaires) et /ou hépatiques et aux personnes allergique au menthol.

Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Pivoine blanche (Bai shao yao, P. lactiflora) 510 mg, Racines de Pivoine (Mu dan pi, P. suffruticosa) 360 mg, Racine de Buplèvre (Chai hu, B. chinense) 360 mg, Poria (Fu ling, P. cocos) 360 mg, Gingembre (Sheng jiang, Z. officinale) 120 mg, Jasmin du cap (Zhi zi, G. jasminoides) 255 mg, Angélique chinoise (Dang gui, A. sinensis) 360 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 360 mg, Menthe poivrée (Bo he, M. piperita) 60 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 255 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746175749/3665346328750_Dang_gui_gui_zhi_tang_50_GL_119f6b8002.png,丹栀逍遥散,#454760,COMPOSITION POUR 6 GÉLULES (3 g),court,128725A,Gélule,
CDZXYSCP,DAN ZHI <BR/>XIAO YAO SAN,Calme et détente,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement antidiabétique, consultez votre médecin ou pharmacien.

Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d’anticoagulants. Ne pas utiliser plus de 6 semaines sans avis médical. Déconseillé en cas d'usage prolongé.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé en cas de reflux gastro-oesophagien, d’ulcère gastro-duodénal, de gastrite ou de troubles biliaires (calculs biliaires) et /ou hépatiques et aux personnes allergique au menthol.

Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Pivoine blanche (Bai shao yao, P. lactiflora) 1020 mg, Racines de Pivoine (Mu dan pi, P. suffruticosa) 720 mg, Racine de Buplèvre (Chai hu, B. chinense) 720 mg, Poria (Fu ling, P. cocos) 720 mg, Gingembre (Sheng jiang, Z. officinale) 240 mg, Jasmin du cap (Zhi zi, G. jasminoides) 510 mg, Angélique chinoise (Dang gui, A. sinensis) 720 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 720 mg, Menthe poivrée (Bo he, M. piperita) 120 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 510 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1746175761/3665346328835_Dang_gui_gui_zhi_tang_100_CP_840bc79017.png,丹栀逍遥散,#454760,COMPOSITION POUR 6 GRAMMES,court,128725A,Poudre,
